[Header]
Data File Name	D:\助燃剂标准品检验\2#煤油\千分一2#煤-乙.qgd
Output Date	2018/4/17
Output Time	17:58:19

[MS Chromatogram]
m/z	1-1 TIC
Event Time(msec)	200
# of Points	8700
Start Time(min)	3.000
End Time(min)	31.997
Ret.Time	Absolute Intensity	Relative Intensity
27.943	234763	4.21
27.947	234861	4.22
27.950	234874	4.22
27.953	234536	4.21
27.957	234565	4.21
27.960	234875	4.22
27.963	235152	4.22
27.967	235047	4.22
27.970	234870	4.22
27.973	234566	4.21
27.977	232848	4.18
27.980	231954	4.16
27.983	233857	4.20
27.987	234236	4.20
27.990	234478	4.21
27.993	234461	4.21
27.997	234268	4.21
28.000	234150	4.20
28.003	234539	4.21
28.007	233875	4.20
28.010	232062	4.17
28.013	232186	4.17
28.017	234471	4.21
28.020	235200	4.22
28.023	235399	4.23
28.027	235129	4.22
28.030	234872	4.22
28.033	234506	4.21
28.037	234339	4.21
28.040	234684	4.21
28.043	236264	4.24
28.047	236795	4.25
28.050	236430	4.24
28.053	235741	4.23
28.057	234950	4.22
28.060	234820	4.22
28.063	235539	4.23
28.067	236632	4.25
28.070	237009	4.25
28.073	235471	4.23
28.077	234183	4.20
28.080	234159	4.20
28.083	235402	4.23
28.087	236788	4.25
28.090	236681	4.25
28.093	234899	4.22
28.097	235266	4.22
28.100	235673	4.23
28.103	235408	4.23
28.107	235530	4.23
28.110	235896	4.23
28.113	236606	4.25
28.117	236663	4.25
28.120	236721	4.25
28.123	237636	4.27
28.127	236516	4.25
28.130	235244	4.22
28.133	233991	4.20
28.137	233888	4.20
28.140	233831	4.20
28.143	233516	4.19
28.147	233744	4.20
28.150	234058	4.20
28.153	234049	4.20
28.157	235133	4.22
28.160	235697	4.23
28.163	235340	4.22
28.167	234245	4.20
28.170	234199	4.20
28.173	234884	4.22
28.177	234708	4.21
28.180	235963	4.24
28.183	236143	4.24
28.187	235573	4.23
28.190	235158	4.22
28.193	233945	4.20
28.197	232880	4.18
28.200	234136	4.20
28.203	235780	4.23
28.207	235550	4.23
28.210	234376	4.21
28.213	234650	4.21
28.217	236054	4.24
28.220	236779	4.25
28.223	235862	4.23
28.227	235455	4.23
28.230	235357	4.22
28.233	235708	4.23
28.237	236488	4.25
28.240	237887	4.27
28.243	237577	4.26
28.247	237859	4.27
28.250	237654	4.27
28.253	236316	4.24
28.257	236339	4.24
28.260	237316	4.26
28.263	237579	4.26
28.267	238478	4.28
28.270	238638	4.28
28.273	238652	4.28
28.277	240086	4.31
28.280	240774	4.32
28.283	239633	4.30
28.287	237140	4.26
28.290	237506	4.26
28.293	238868	4.29
28.297	238716	4.29
28.300	239135	4.29
28.303	239181	4.29
28.307	238463	4.28
28.310	238349	4.28
28.313	238873	4.29
28.317	239606	4.30
28.320	238570	4.28
28.323	237819	4.27
28.327	238453	4.28
28.330	240187	4.31
28.333	240793	4.32
28.337	239953	4.31
28.340	239682	4.30
28.343	240632	4.32
28.347	240401	4.32
28.350	240358	4.31
28.353	240259	4.31
28.357	240697	4.32
28.360	241651	4.34
28.363	241497	4.34
28.367	241401	4.33
28.370	240858	4.32
28.373	238955	4.29
28.377	239226	4.29
28.380	239164	4.29
28.383	238633	4.28
28.387	239082	4.29
28.390	239785	4.30
28.393	240757	4.32
28.397	241115	4.33
28.400	241955	4.34
28.403	242063	4.35
28.407	241009	4.33
28.410	239187	4.29
28.413	239407	4.30
28.417	240553	4.32
28.420	241047	4.33
28.423	240999	4.33
28.427	241599	4.34
28.430	242151	4.35
28.433	241821	4.34
28.437	241062	4.33
28.440	240454	4.32
28.443	241050	4.33
28.447	242577	4.35
28.450	243599	4.37
28.453	243476	4.37
28.457	244069	4.38
28.460	243468	4.37
28.463	242413	4.35
28.467	241843	4.34
28.470	242199	4.35
28.473	242592	4.35
28.477	242945	4.36
28.480	242998	4.36
28.483	242446	4.35
28.487	242648	4.36
28.490	242688	4.36
28.493	242484	4.35
28.497	242745	4.36
28.500	243317	4.37
28.503	242759	4.36
28.507	242365	4.35
28.510	241485	4.33
28.513	241223	4.33
28.517	240810	4.32
28.520	240783	4.32
28.523	241188	4.33
28.527	241122	4.33
28.530	243303	4.37
28.533	243981	4.38
28.537	242421	4.35
28.540	242083	4.35
28.543	243691	4.37
28.547	244082	4.38
28.550	242961	4.36
28.553	242723	4.36
28.557	243137	4.36
28.560	243311	4.37
28.563	242009	4.34
28.567	242674	4.36
28.570	243813	4.38
28.573	243791	4.38
28.577	243547	4.37
28.580	242951	4.36
28.583	243003	4.36
28.587	244010	4.38
28.590	244858	4.40
28.593	245564	4.41
28.597	244768	4.39
28.600	242960	4.36
28.603	242871	4.36
28.607	243904	4.38
28.610	245802	4.41
28.613	247909	4.45
28.617	248104	4.45
28.620	248358	4.46
28.623	249019	4.47
28.627	249594	4.48
28.630	249099	4.47
28.633	249000	4.47
28.637	248518	4.46
28.640	248515	4.46
28.643	248341	4.46
28.647	247924	4.45
28.650	247840	4.45
28.653	248305	4.46
28.657	248659	4.46
28.660	248224	4.46
28.663	249240	4.47
28.667	250165	4.49
28.670	248974	4.47
28.673	248842	4.47
28.677	249107	4.47
28.680	250057	4.49
28.683	250631	4.50
28.687	251874	4.52
28.690	252845	4.54
28.693	252286	4.53
28.697	250362	4.49
28.700	249510	4.48
28.703	250403	4.49
28.707	250580	4.50
28.710	248797	4.47
28.713	248775	4.47
28.717	250275	4.49
28.720	250281	4.49
28.723	249563	4.48
28.727	250220	4.49
28.730	249295	4.48
28.733	250815	4.50
28.737	251536	4.52
28.740	251143	4.51
28.743	250430	4.50
28.747	251455	4.51
28.750	251705	4.52
28.753	251624	4.52
28.757	251357	4.51
28.760	251670	4.52
28.763	250195	4.49
28.767	248681	4.46
28.770	249088	4.47
28.773	249956	4.49
28.777	250379	4.49
28.780	252089	4.53
28.783	252930	4.54
28.787	252401	4.53
28.790	252234	4.53
28.793	250515	4.50
28.797	250109	4.49
28.800	252153	4.53
28.803	253617	4.55
28.807	253942	4.56
28.810	253860	4.56
28.813	253704	4.55
28.817	252939	4.54
28.820	251985	4.52
28.823	250286	4.49
28.827	250231	4.49
28.830	252917	4.54
28.833	254025	4.56
28.837	254474	4.57
28.840	254454	4.57
28.843	253761	4.56
28.847	254622	4.57
28.850	255473	4.59
28.853	253599	4.55
28.857	251503	4.51
28.860	252367	4.53
28.863	253590	4.55
28.867	253481	4.55
28.870	253217	4.55
28.873	252398	4.53
28.877	252299	4.53
28.880	254145	4.56
28.883	254857	4.57
28.887	254084	4.56
28.890	253051	4.54
28.893	251760	4.52
28.897	250662	4.50
28.900	251128	4.51
28.903	252435	4.53
28.907	252751	4.54
28.910	252424	4.53
28.913	253739	4.55
28.917	254513	4.57
28.920	254469	4.57
28.923	255301	4.58
28.927	254708	4.57
28.930	253513	4.55
28.933	254246	4.56
28.937	255071	4.58
28.940	254694	4.57
28.943	254600	4.57
28.947	254039	4.56
28.950	253648	4.55
28.953	253598	4.55
28.957	253326	4.55
28.960	253173	4.54
28.963	254002	4.56
28.967	253975	4.56
28.970	253671	4.55
28.973	253734	4.55
28.977	253718	4.55
28.980	253760	4.56
28.983	254488	4.57
28.987	253779	4.56
28.990	252797	4.54
28.993	253390	4.55
28.997	253533	4.55
29.000	253436	4.55
29.003	253891	4.56
29.007	253975	4.56
29.010	253978	4.56
29.013	254681	4.57
29.017	254493	4.57
29.020	254085	4.56
29.023	255561	4.59
29.027	255670	4.59
29.030	255054	4.58
29.033	254895	4.58
29.037	254977	4.58
29.040	255728	4.59
29.043	256072	4.60
29.047	255724	4.59
29.050	255592	4.59
29.053	254841	4.57
29.057	253727	4.55
29.060	253138	4.54
29.063	252726	4.54
29.067	254094	4.56
29.070	256731	4.61
29.073	256566	4.61
29.077	254591	4.57
29.080	253175	4.54
29.083	253375	4.55
29.087	255623	4.59
29.090	256641	4.61
29.093	256195	4.60
29.097	256267	4.60
29.100	255720	4.59
29.103	256065	4.60
29.107	257887	4.63
29.110	257700	4.63
29.113	256997	4.61
29.117	257787	4.63
29.120	257183	4.62
29.123	257046	4.61
29.127	257269	4.62
29.130	256451	4.60
29.133	255900	4.59
29.137	255858	4.59
29.140	256919	4.61
29.143	257043	4.61
29.147	257955	4.63
29.150	258358	4.64
29.153	256731	4.61
29.157	257018	4.61
29.160	257990	4.63
29.163	257780	4.63
29.167	257591	4.62
29.170	258871	4.65
29.173	260125	4.67
29.177	260334	4.67
29.180	259963	4.67
29.183	260037	4.67
29.187	259939	4.67
29.190	259514	4.66
29.193	259503	4.66
29.197	258743	4.64
29.200	259154	4.65
29.203	259803	4.66
29.207	259476	4.66
29.210	259329	4.66
29.213	260659	4.68
29.217	261790	4.70
29.220	262306	4.71
29.223	262970	4.72
29.227	262791	4.72
29.230	260960	4.68
29.233	260053	4.67
29.237	261182	4.69
29.240	262603	4.71
29.243	262774	4.72
29.247	262742	4.72
29.250	261645	4.70
29.253	260822	4.68
29.257	262103	4.70
29.260	262494	4.71
29.263	261192	4.69
29.267	261008	4.69
29.270	261111	4.69
29.273	261151	4.69
29.277	261661	4.70
29.280	262845	4.72
29.283	261683	4.70
29.287	260776	4.68
29.290	260723	4.68
29.293	260144	4.67
29.297	258791	4.65
29.300	258814	4.65
29.303	260991	4.68
29.307	261045	4.69
29.310	263119	4.72
29.313	263520	4.73
29.317	262039	4.70
29.320	261100	4.69
29.323	261352	4.69
29.327	262747	4.72
29.330	264424	4.75
29.333	263976	4.74
29.337	262034	4.70
29.340	260988	4.68
29.343	261108	4.69
29.347	261650	4.70
29.350	260923	4.68
29.353	261234	4.69
29.357	261428	4.69
29.360	263383	4.73
29.363	264071	4.74
29.367	263848	4.74
29.370	262811	4.72
29.373	262555	4.71
29.377	260577	4.68
29.380	260957	4.68
29.383	262141	4.71
29.387	263929	4.74
29.390	263777	4.73
29.393	263798	4.74
29.397	264184	4.74
29.400	266453	4.78
29.403	266450	4.78
29.407	265937	4.77
29.410	266332	4.78
29.413	266468	4.78
29.417	264330	4.74
29.420	264310	4.74
29.423	264231	4.74
29.427	264156	4.74
29.430	264424	4.75
29.433	264286	4.74
29.437	264307	4.74
29.440	263960	4.74
29.443	261718	4.70
29.447	260850	4.68
29.450	260048	4.67
29.453	258503	4.64
29.457	258199	4.63
29.460	259886	4.67
29.463	261440	4.69
29.467	260341	4.67
29.470	258947	4.65
29.473	259068	4.65
29.477	261054	4.69
29.480	261392	4.69
29.483	259572	4.66
29.487	259232	4.65
29.490	260059	4.67
29.493	258929	4.65
29.497	257664	4.63
29.500	257883	4.63
29.503	259323	4.66
29.507	260553	4.68
29.510	261755	4.70
29.513	261994	4.70
29.517	259669	4.66
29.520	258746	4.64
29.523	259951	4.67
29.527	259100	4.65
29.530	258186	4.63
29.533	257735	4.63
29.537	258378	4.64
29.540	259647	4.66
29.543	260376	4.67
29.547	259809	4.66
29.550	258415	4.64
29.553	257300	4.62
29.557	257737	4.63
29.560	259118	4.65
29.563	259640	4.66
29.567	260997	4.69
29.570	260741	4.68
29.573	260255	4.67
29.577	260974	4.68
29.580	260717	4.68
29.583	259814	4.66
29.587	257746	4.63
29.590	257668	4.63
29.593	258015	4.63
29.597	257666	4.63
29.600	258058	4.63
29.603	259001	4.65
29.607	258829	4.65
29.610	259211	4.65
29.613	260848	4.68
29.617	261115	4.69
29.620	261656	4.70
29.623	262368	4.71
29.627	261174	4.69
29.630	261353	4.69
29.633	261292	4.69
29.637	260883	4.68
29.640	261440	4.69
29.643	261588	4.70
29.647	261126	4.69
29.650	261303	4.69
29.653	262753	4.72
29.657	264386	4.75
29.660	264214	4.74
29.663	263290	4.73
29.667	262721	4.72
29.670	261194	4.69
29.673	261776	4.70
29.677	262844	4.72
29.680	260386	4.67
29.683	260433	4.67
29.687	261026	4.69
29.690	260706	4.68
29.693	260574	4.68
29.697	260106	4.67
29.700	262817	4.72
29.703	264437	4.75
29.707	263016	4.72
29.710	260303	4.67
29.713	259328	4.66
29.717	259558	4.66
29.720	261512	4.69
29.723	262852	4.72
29.727	262424	4.71
29.730	260069	4.67
29.733	259155	4.65
29.737	259596	4.66
29.740	262752	4.72
29.743	264231	4.74
29.747	262759	4.72
29.750	259967	4.67
29.753	259961	4.67
29.757	259419	4.66
29.760	259426	4.66
29.763	259155	4.65
29.767	258973	4.65
29.770	258737	4.64
29.773	258628	4.64
29.777	258177	4.63
29.780	258063	4.63
29.783	258640	4.64
29.787	259202	4.65
29.790	259761	4.66
29.793	260275	4.67
29.797	259372	4.66
29.800	259740	4.66
29.803	260233	4.67
29.807	259347	4.66
29.810	260315	4.67
29.813	262387	4.71
29.817	260265	4.67
29.820	258855	4.65
29.823	258274	4.64
29.827	258689	4.64
29.830	258810	4.65
29.833	259234	4.65
29.837	259377	4.66
29.840	258228	4.64
29.843	258140	4.63
29.847	258086	4.63
29.850	258449	4.64
29.853	259640	4.66
29.857	258638	4.64
29.860	258148	4.63
29.863	258150	4.63
29.867	258133	4.63
29.870	258485	4.64
29.873	258378	4.64
29.877	258304	4.64
29.880	258758	4.64
29.883	260595	4.68
29.887	260519	4.68
29.890	260741	4.68
29.893	261487	4.69
29.897	261357	4.69
29.900	261054	4.69
29.903	261418	4.69
29.907	261242	4.69
29.910	260255	4.67
29.913	260467	4.68
29.917	260433	4.67
29.920	261145	4.69
29.923	260926	4.68
29.927	260742	4.68
29.930	259750	4.66
29.933	258483	4.64
29.937	259076	4.65
29.940	259878	4.66
29.943	259490	4.66
29.947	259786	4.66
29.950	259723	4.66
29.953	259343	4.66
29.957	257816	4.63
29.960	256868	4.61
29.963	257525	4.62
29.967	257676	4.63
29.970	256752	4.61
29.973	255723	4.59
29.977	256991	4.61
29.980	257229	4.62
29.983	256654	4.61
29.987	255695	4.59
29.990	254400	4.57
29.993	253936	4.56
29.997	254587	4.57
30.000	255000	4.58
30.003	254469	4.57
30.007	254418	4.57
30.010	255040	4.58
30.013	256798	4.61
30.017	256932	4.61
30.020	256821	4.61
30.023	255319	4.58
30.027	253955	4.56
30.030	253398	4.55
30.033	254305	4.56
30.037	256638	4.61
30.040	257015	4.61
30.043	256171	4.60
30.047	255284	4.58
30.050	254364	4.57
30.053	253886	4.56
30.057	254427	4.57
30.060	255072	4.58
30.063	254722	4.57
30.067	253905	4.56
30.070	253895	4.56
30.073	254795	4.57
30.077	255129	4.58
30.080	255012	4.58
30.083	256223	4.60
30.087	256989	4.61
30.090	255618	4.59
30.093	253830	4.56
30.097	255282	4.58
30.100	255349	4.58
30.103	255183	4.58
30.107	255357	4.58
30.110	254960	4.58
30.113	255006	4.58
30.117	256007	4.60
30.120	255388	4.58
30.123	253839	4.56
30.127	253486	4.55
30.130	253906	4.56
30.133	254831	4.57
30.137	255064	4.58
30.140	253829	4.56
30.143	252744	4.54
30.147	253402	4.55
30.150	253652	4.55
30.153	253205	4.55
30.157	253366	4.55
30.160	255133	4.58
30.163	255102	4.58
30.167	253782	4.56
30.170	253257	4.55
30.173	253723	4.55
30.177	253429	4.55
30.180	252264	4.53
30.183	252284	4.53
30.187	253014	4.54
30.190	251673	4.52
30.193	252421	4.53
30.197	253990	4.56
30.200	253695	4.55
30.203	253210	4.55
30.207	253429	4.55
30.210	253655	4.55
30.213	253203	4.55
30.217	253034	4.54
30.220	253560	4.55
30.223	252364	4.53
30.227	249734	4.48
30.230	248950	4.47
30.233	249029	4.47
30.237	249328	4.48
30.240	250820	4.50
30.243	251616	4.52
30.247	251425	4.51
30.250	250490	4.50
30.253	251397	4.51
30.257	252877	4.54
30.260	251464	4.51
30.263	250681	4.50
30.267	249991	4.49
30.270	249843	4.48
30.273	250892	4.50
30.277	250440	4.50
30.280	249290	4.47
30.283	249244	4.47
30.287	251242	4.51
30.290	252626	4.53
30.293	252829	4.54
30.297	251928	4.52
30.300	249825	4.48
30.303	250008	4.49
30.307	249909	4.49
30.310	249800	4.48
30.313	249219	4.47
30.317	248912	4.47
30.320	249259	4.47
30.323	249001	4.47
30.327	248445	4.46
30.330	247905	4.45
30.333	246980	4.43
30.337	246655	4.43
30.340	247945	4.45
30.343	248315	4.46
30.347	247925	4.45
30.350	247610	4.44
30.353	248267	4.46
30.357	248966	4.47
30.360	248317	4.46
30.363	248161	4.45
30.367	248032	4.45
30.370	247951	4.45
30.373	247888	4.45
30.377	245744	4.41
30.380	242629	4.36
30.383	244385	4.39
30.387	247139	4.44
30.390	247580	4.44
30.393	247610	4.44
30.397	245996	4.42
30.400	246040	4.42
30.403	247192	4.44
30.407	246170	4.42
30.410	245701	4.41
30.413	245670	4.41
30.417	245818	4.41
30.420	245839	4.41
30.423	245704	4.41
30.427	245929	4.41
30.430	246128	4.42
30.433	245796	4.41
30.437	245599	4.41
30.440	245933	4.41
30.443	245492	4.41
30.447	243797	4.38
30.450	242508	4.35
30.453	242521	4.35
30.457	242695	4.36
30.460	243269	4.37
30.463	245398	4.41
30.467	245322	4.40
30.470	245146	4.40
30.473	245382	4.40
30.477	245374	4.40
30.480	245003	4.40
30.483	244815	4.39
30.487	243960	4.38
30.490	242794	4.36
30.493	243367	4.37
30.497	245270	4.40
30.500	246095	4.42
30.503	246629	4.43
30.507	246147	4.42
30.510	245333	4.40
30.513	246397	4.42
30.517	246272	4.42
30.520	244933	4.40
30.523	244212	4.38
30.527	243093	4.36
30.530	242773	4.36
30.533	243320	4.37
30.537	244254	4.38
30.540	244639	4.39
30.543	244454	4.39
30.547	244524	4.39
30.550	245165	4.40
30.553	244684	4.39
30.557	243587	4.37
30.560	244041	4.38
30.563	245126	4.40
30.567	245554	4.41
30.570	244982	4.40
30.573	245573	4.41
30.577	246409	4.42
30.580	246571	4.43
30.583	246597	4.43
30.587	246328	4.42
30.590	245730	4.41
30.593	245308	4.40
30.597	244460	4.39
30.600	244270	4.38
30.603	244915	4.40
30.607	244940	4.40
30.610	244324	4.39
30.613	244145	4.38
30.617	244814	4.39
30.620	243976	4.38
30.623	243898	4.38
30.627	243988	4.38
30.630	244039	4.38
30.633	244982	4.40
30.637	244823	4.39
30.640	241541	4.34
30.643	239854	4.31
30.647	240839	4.32
30.650	242547	4.35
30.653	243881	4.38
30.657	244437	4.39
30.660	243683	4.37
30.663	243140	4.36
30.667	242354	4.35
30.670	242104	4.35
30.673	242511	4.35
30.677	242995	4.36
30.680	242065	4.35
30.683	241967	4.34
30.687	242085	4.35
30.690	242126	4.35
30.693	241963	4.34
30.697	241798	4.34
30.700	240465	4.32
30.703	240778	4.32
30.707	240514	4.32
30.710	240610	4.32
30.713	240937	4.32
30.717	240865	4.32
30.720	240519	4.32
30.723	240865	4.32
30.727	241251	4.33
30.730	241215	4.33
30.733	240747	4.32
30.737	241016	4.33
30.740	241542	4.34
30.743	241716	4.34
30.747	241613	4.34
30.750	242245	4.35
30.753	242641	4.36
30.757	241592	4.34
30.760	241479	4.33
30.763	241973	4.34
30.767	241886	4.34
30.770	241425	4.33
30.773	241527	4.34
30.777	242018	4.34
30.780	242202	4.35
30.783	242143	4.35
30.787	241192	4.33
30.790	239647	4.30
30.793	239403	4.30
30.797	239720	4.30
30.800	240789	4.32
30.803	241272	4.33
30.807	240140	4.31
30.810	239985	4.31
30.813	239597	4.30
30.817	239943	4.31
30.820	240791	4.32
30.823	241203	4.33
30.827	241431	4.33
30.830	242010	4.34
30.833	241980	4.34
30.837	241399	4.33
30.840	242220	4.35
30.843	241754	4.34
30.847	239915	4.31
30.850	239911	4.31
30.853	240390	4.32
30.857	240034	4.31
30.860	240061	4.31
30.863	239757	4.30
30.867	239706	4.30
30.870	239684	4.30
30.873	239558	4.30
30.877	239947	4.31
30.880	241063	4.33
30.883	240131	4.31
30.887	239783	4.30
30.890	239737	4.30
30.893	239601	4.30
30.897	239956	4.31
30.900	240630	4.32
30.903	240014	4.31
30.907	239500	4.30
30.910	239540	4.30
30.913	239294	4.30
30.917	239406	4.30
30.920	239658	4.30
30.923	239963	4.31
30.927	239743	4.30
30.930	239526	4.30
30.933	239773	4.30
30.937	239925	4.31
30.940	239752	4.30
30.943	239817	4.30
30.947	240046	4.31
30.950	239736	4.30
30.953	239714	4.30
30.957	239728	4.30
30.960	239572	4.30
30.963	239661	4.30
30.967	239557	4.30
30.970	239946	4.31
30.973	239935	4.31
30.977	239416	4.30
30.980	239653	4.30
30.983	240685	4.32
30.987	239935	4.31
30.990	239413	4.30
30.993	239644	4.30
30.997	239981	4.31
31.000	239164	4.29
31.003	237755	4.27
31.007	237689	4.27
31.010	238855	4.29
31.013	238985	4.29
31.017	238148	4.27
31.020	238931	4.29
31.023	239733	4.30
31.027	239553	4.30
31.030	239406	4.30
31.033	239312	4.30
31.037	238638	4.28
31.040	239827	4.31
31.043	239852	4.31
31.047	239238	4.29
31.050	237640	4.27
31.053	236074	4.24
31.057	236212	4.24
31.060	237553	4.26
31.063	238582	4.28
31.067	239705	4.30
31.070	239627	4.30
31.073	239296	4.30
31.077	239770	4.30
31.080	239983	4.31
31.083	240658	4.32
31.087	240212	4.31
31.090	238967	4.29
31.093	239114	4.29
31.097	239651	4.30
31.100	239047	4.29
31.103	238296	4.28
31.107	237779	4.27
31.110	237204	4.26
31.113	238481	4.28
31.117	238938	4.29
31.120	238547	4.28
31.123	238510	4.28
31.127	236986	4.25
31.130	236086	4.24
31.133	235774	4.23
31.137	235779	4.23
31.140	235699	4.23
31.143	234864	4.22
31.147	235061	4.22
31.150	235465	4.23
31.153	234398	4.21
31.157	235333	4.22
31.160	236570	4.25
31.163	236291	4.24
31.167	236170	4.24
31.170	237723	4.27
31.173	236851	4.25
31.177	236491	4.25
31.180	235796	4.23
31.183	235027	4.22
31.187	235031	4.22
31.190	235125	4.22
31.193	236367	4.24
31.197	235767	4.23
31.200	235806	4.23
31.203	236296	4.24
31.207	235705	4.23
31.210	235821	4.23
31.213	235823	4.23
31.217	235577	4.23
31.220	236565	4.25
31.223	236729	4.25
31.227	235932	4.24
31.230	235593	4.23
31.233	236018	4.24
31.237	237695	4.27
31.240	238191	4.28
31.243	237971	4.27
31.247	237088	4.26
31.250	237249	4.26
31.253	237926	4.27
31.257	238538	4.28
31.260	239293	4.30
31.263	239401	4.30
31.267	239585	4.30
31.270	239459	4.30
31.273	239107	4.29
31.277	237799	4.27
31.280	236826	4.25
31.283	236683	4.25
31.287	237902	4.27
31.290	238117	4.27
31.293	238047	4.27
31.297	237937	4.27
31.300	238250	4.28
31.303	237549	4.26
31.307	237405	4.26
31.310	237926	4.27
31.313	239097	4.29
31.317	239805	4.30
31.320	238141	4.27
31.323	235138	4.22
31.327	235254	4.22
31.330	236158	4.24
31.333	238063	4.27
31.337	237992	4.27
31.340	238220	4.28
31.343	238275	4.28
31.347	238338	4.28
31.350	238275	4.28
31.353	238554	4.28
31.357	238068	4.27
31.360	235605	4.23
31.363	236904	4.25
31.367	238137	4.27
31.370	238589	4.28
31.373	238674	4.28
31.377	238251	4.28
31.380	238766	4.29
31.383	238432	4.28
31.387	237732	4.27
31.390	238150	4.27
31.393	238234	4.28
31.397	238035	4.27
31.400	235678	4.23
31.403	235343	4.22
31.407	234648	4.21
31.410	234248	4.20
31.413	234282	4.21
31.417	234525	4.21
31.420	233952	4.20
31.423	233502	4.19
31.427	233779	4.20
31.430	233906	4.20
31.433	234166	4.20
31.437	235573	4.23
31.440	235902	4.23
31.443	236483	4.25
31.447	235427	4.23
31.450	234446	4.21
31.453	235783	4.23
31.457	236662	4.25
31.460	236975	4.25
31.463	235970	4.24
31.467	234521	4.21
31.470	234052	4.20
31.473	235113	4.22
31.477	236123	4.24
31.480	235081	4.22
31.483	234095	4.20
31.487	233547	4.19
31.490	232877	4.18
31.493	233508	4.19
31.497	234531	4.21
31.500	236024	4.24
31.503	236019	4.24
31.507	234606	4.21
31.510	234343	4.21
31.513	234686	4.21
31.517	234725	4.21
31.520	234333	4.21
31.523	234173	4.20
31.527	233028	4.18
31.530	232056	4.17
31.533	232451	4.17
31.537	232714	4.18
31.540	234030	4.20
31.543	235593	4.23
31.547	236271	4.24
31.550	236482	4.25
31.553	236582	4.25
31.557	236600	4.25
31.560	236137	4.24
31.563	235609	4.23
31.567	235317	4.22
31.570	234731	4.21
31.573	235397	4.23
31.577	235437	4.23
31.580	234170	4.20
31.583	232618	4.18
31.587	232636	4.18
31.590	233819	4.20
31.593	234933	4.22
31.597	235938	4.24
31.600	235238	4.22
31.603	233780	4.20
31.607	234082	4.20
31.610	234664	4.21
31.613	235158	4.22
31.617	235689	4.23
31.620	235394	4.23
31.623	234933	4.22
31.627	234933	4.22
31.630	234586	4.21
31.633	234897	4.22
31.637	234090	4.20
31.640	233071	4.18
31.643	233677	4.19
31.647	234646	4.21
31.650	236049	4.24
31.653	235344	4.22
31.657	232435	4.17
31.660	232229	4.17
31.663	232647	4.18
31.667	231580	4.16
31.670	230224	4.13
31.673	230121	4.13
31.677	230273	4.13
31.680	232261	4.17
31.683	233620	4.19
31.687	233730	4.20
31.690	232512	4.17
31.693	232870	4.18
31.697	233065	4.18
31.700	232263	4.17
31.703	231423	4.15
31.707	232681	4.18
31.710	232423	4.17
31.713	231879	4.16
31.717	232960	4.18
31.720	234098	4.20
31.723	234045	4.20
31.727	233671	4.19
31.730	232040	4.17
31.733	231916	4.16
31.737	233429	4.19
31.740	233553	4.19
31.743	233025	4.18
31.747	233712	4.20
31.750	233850	4.20
31.753	234006	4.20
31.757	234268	4.21
31.760	235505	4.23
31.763	235727	4.23
31.767	234972	4.22
31.770	234398	4.21
31.773	235962	4.24
31.777	235074	4.22
31.780	234083	4.20
31.783	234837	4.22
31.787	235949	4.24
31.790	236134	4.24
31.793	235897	4.23
31.797	233944	4.20
31.800	233308	4.19
31.803	233617	4.19
31.807	236172	4.24
31.810	235907	4.23
31.813	233942	4.20
31.817	232782	4.18
31.820	232487	4.17
31.823	233977	4.20
31.827	233914	4.20
31.830	234269	4.21
31.833	233972	4.20
31.837	234459	4.21
31.840	236216	4.24
31.843	235511	4.23
31.847	234150	4.20
31.850	234047	4.20
31.853	233619	4.19
31.857	233322	4.19
31.860	233171	4.19
31.863	232886	4.18
31.867	233706	4.20
31.870	234034	4.20
31.873	234582	4.21
31.877	235051	4.22
31.880	234026	4.20
31.883	232978	4.18
31.887	232754	4.18
31.890	232418	4.17
31.893	233198	4.19
31.897	232069	4.17
31.900	231701	4.16
31.903	232509	4.17
31.907	233179	4.19
31.910	232844	4.18
31.913	233324	4.19
31.917	233393	4.19
31.920	233109	4.18
31.923	233362	4.19
31.927	232229	4.17
31.930	230978	4.15
31.933	232922	4.18
31.937	233557	4.19
31.940	233336	4.19
31.943	233045	4.18
31.947	231942	4.16
31.950	230847	4.14
31.953	230917	4.15
31.957	231501	4.16
31.960	232345	4.17
31.963	232875	4.18
31.967	231558	4.16
31.970	230413	4.14
31.973	231379	4.15
31.977	233005	4.18
31.980	233274	4.19
31.983	233186	4.19
31.987	233205	4.19
31.990	233590	4.19
31.993	233686	4.19
31.997	233259	4.19

